collision           collision_obst       flowtime            makespan             run_time             success         sum_of_dists         max_dist            
0                    0                    356                  7                    0.003                100                  325.0                7.0                 
0                    0                    291                  7                    0.003                100                  265.0                7.0                 
0                    0                    491                  10                   0.003                100                  456.0                8.0                 
0                    0                    349                  9                    0.003                100                  324.0                9.0                 
0                    0                    336                  8                    0.003                100                  324.0                7.0                 
0                    0                    419                  8                    0.003                100                  372.0                8.0                 
0                    0                    336                  8                    0.003                100                  310.0                8.0                 
0                    0                    357                  9                    0.003                100                  337.0                8.0                 
0                    0                    381                  10                   0.003                100                  336.0                9.0                 
0                    0                    450                  10                   0.004                100                  407.0                9.0                 
0                    0                    399                  10                   0.003                100                  375.0                8.0                 
0                    0                    469                  11                   0.004                100                  423.0                9.0                 
0                    0                    356                  10                   0.003                100                  331.0                8.0                 
0                    0                    488                  11                   0.004                100                  448.0                10.0                
0                    0                    316                  12                   0.004                100                  290.0                11.0                
0                    0                    352                  10                   0.003                100                  332.0                8.0                 
0                    0                    347                  9                    0.003                100                  324.0                8.0                 
0                    0                    572                  12                   0.004                100                  515.0                11.0                
0                    0                    480                  12                   0.005                100                  434.0                10.0                
0                    0                    346                  10                   0.003                100                  310.0                8.0                 
0                    0                    320                  9                    0.003                100                  296.0                8.0                 
0                    0                    325                  8                    0.003                100                  300.0                7.0                 
0                    0                    401                  13                   0.004                100                  362.0                10.0                
0                    0                    332                  11                   0.006                100                  304.0                11.0                
0                    0                    386                  10                   0.004                100                  363.0                9.0                 
0                    0                    411                  11                   0.003                100                  371.0                9.0                 
0                    0                    508                  11                   0.004                100                  461.0                10.0                
0                    0                    475                  11                   0.004                100                  461.0                10.0                
0                    0                    374                  9                    0.003                100                  354.0                8.0                 
0                    0                    460                  9                    0.003                100                  430.0                8.0                 
0                    0                    295                  7                    0.003                100                  282.0                7.0                 
0                    0                    379                  8                    0.003                100                  348.0                8.0                 
0                    0                    434                  11                   0.003                100                  397.0                10.0                
0                    0                    475                  12                   0.004                100                  436.0                10.0                
0                    0                    413                  9                    0.003                100                  372.0                8.0                 
0                    0                    369                  9                    0.004                100                  354.0                9.0                 
0                    0                    482                  12                   0.005                100                  418.0                10.0                
0                    0                    369                  8                    0.003                100                  328.0                7.0                 
0                    0                    433                  11                   0.006                100                  397.0                10.0                
0                    0                    375                  7                    0.002                100                  340.0                6.0                 
0                    0                    434                  13                   0.004                100                  387.0                10.0                
0                    0                    328                  7                    0.003                100                  309.0                7.0                 
0                    0                    303                  8                    0.003                100                  291.0                8.0                 
0                    0                    324                  7                    0.002                100                  295.0                6.0                 
0                    0                    477                  10                   0.004                100                  445.0                9.0                 
0                    0                    369                  8                    0.003                100                  342.0                8.0                 
0                    0                    367                  10                   0.004                100                  321.0                10.0                
0                    0                    298                  9                    0.004                100                  263.0                8.0                 
0                    0                    399                  10                   0.003                100                  382.0                9.0                 
0                    0                    431                  11                   0.005                100                  385.0                10.0                
0                    0                    480                  12                   0.004                100                  440.0                10.0                
0                    0                    437                  10                   0.003                100                  415.0                8.0                 
0                    0                    431                  9                    0.003                100                  402.0                8.0                 
0                    0                    320                  9                    0.003                100                  302.0                8.0                 
0                    0                    439                  11                   0.004                100                  416.0                10.0                
0                    0                    313                  7                    0.002                100                  300.0                6.0                 
0                    0                    397                  10                   0.004                100                  370.0                9.0                 
0                    0                    491                  11                   0.004                100                  462.0                10.0                
0                    0                    459                  9                    0.003                100                  431.0                8.0                 
0                    0                    370                  10                   0.003                100                  336.0                9.0                 
0                    0                    447                  10                   0.004                100                  415.0                9.0                 
0                    0                    470                  11                   0.004                100                  430.0                10.0                
0                    0                    460                  10                   0.004                100                  442.0                9.0                 
0                    0                    458                  11                   0.005                100                  434.0                10.0                
0                    0                    370                  10                   0.004                100                  347.0                10.0                
0                    0                    335                  8                    0.003                100                  308.0                8.0                 
0                    0                    367                  9                    0.004                100                  346.0                8.0                 
0                    0                    372                  10                   0.003                100                  340.0                8.0                 
0                    0                    367                  9                    0.003                100                  337.0                8.0                 
0                    0                    425                  11                   0.004                100                  388.0                10.0                
0                    0                    391                  9                    0.003                100                  359.0                8.0                 
0                    0                    365                  8                    0.002                100                  335.0                7.0                 
0                    0                    440                  9                    0.003                100                  397.0                9.0                 
0                    0                    525                  11                   0.005                100                  488.0                10.0                
0                    0                    339                  8                    0.002                100                  319.0                7.0                 
0                    0                    476                  11                   0.004                100                  442.0                9.0                 
0                    0                    341                  7                    0.003                100                  321.0                7.0                 
0                    0                    369                  8                    0.003                100                  353.0                7.0                 
0                    0                    506                  9                    0.004                100                  466.0                9.0                 
0                    0                    558                  12                   0.005                100                  504.0                11.0                
0                    0                    428                  9                    0.004                100                  371.0                9.0                 
0                    0                    447                  10                   0.004                100                  395.0                9.0                 
0                    0                    397                  11                   0.004                100                  349.0                10.0                
0                    0                    457                  11                   0.004                100                  431.0                10.0                
0                    0                    315                  8                    0.003                100                  302.0                7.0                 
0                    0                    427                  10                   0.003                100                  384.0                9.0                 
0                    0                    292                  7                    0.002                100                  268.0                6.0                 
0                    0                    552                  11                   0.004                100                  496.0                10.0                
0                    0                    448                  9                    0.003                100                  403.0                8.0                 
0                    0                    387                  9                    0.003                100                  354.0                8.0                 
0                    0                    365                  11                   0.006                100                  322.0                11.0                
0                    0                    385                  8                    0.003                100                  372.0                8.0                 
0                    0                    405                  9                    0.003                100                  365.0                8.0                 
0                    0                    474                  9                    0.004                100                  426.0                9.0                 
0                    0                    494                  10                   0.004                100                  441.0                9.0                 
0                    0                    423                  10                   0.003                100                  384.0                9.0                 
0                    0                    406                  9                    0.003                100                  378.0                8.0                 
0                    0                    354                  8                    0.003                100                  339.0                8.0                 
0                    0                    352                  9                    0.004                100                  321.0                9.0                 
0                    0                    464                  9                    0.004                100                  417.0                8.0                 
0                    0                    376                  8                    0.004                100                  350.0                7.0                 
0                    0                    552                  13                   0.005                100                  497.0                11.0                
0                    0                    370                  8                    0.004                100                  340.0                8.0                 
0                    0                    474                  10                   0.005                100                  410.0                9.0                 
0                    0                    403                  9                    0.004                100                  373.0                8.0                 
0                    0                    377                  11                   0.004                100                  353.0                8.0                 
0                    0                    437                  11                   0.005                100                  389.0                11.0                
0                    0                    365                  7                    0.003                100                  339.0                7.0                 
0                    0                    399                  8                    0.003                100                  374.0                7.0                 
0                    0                    454                  9                    0.004                100                  420.0                8.0                 
0                    0                    487                  11                   0.005                100                  429.0                9.0                 
0                    0                    340                  7                    0.004                100                  308.0                7.0                 
0                    0                    383                  8                    0.004                100                  361.0                7.0                 
0                    0                    365                  8                    0.004                100                  343.0                7.0                 
0                    0                    383                  9                    0.004                100                  352.0                8.0                 
0                    0                    310                  6                    0.003                100                  296.0                6.0                 
0                    0                    375                  11                   0.005                100                  347.0                10.0                
0                    0                    421                  9                    0.004                100                  389.0                8.0                 
0                    0                    436                  11                   0.005                100                  393.0                9.0                 
0                    0                    406                  10                   0.005                100                  361.0                9.0                 
0                    0                    409                  8                    0.003                100                  373.0                7.0                 
0                    0                    607                  14                   0.006                100                  523.0                12.0                
0                    0                    384                  8                    0.004                100                  352.0                7.0                 
0                    0                    495                  10                   0.006                100                  437.0                9.0                 
0                    0                    477                  10                   0.004                100                  440.0                9.0                 
0                    0                    533                  10                   0.006                100                  497.0                9.0                 
0                    0                    366                  9                    0.005                100                  336.0                8.0                 
0                    0                    460                  10                   0.005                100                  393.0                9.0                 
0                    0                    426                  9                    0.004                100                  383.0                8.0                 
0                    0                    347                  8                    0.004                100                  318.0                8.0                 
0                    0                    362                  9                    0.004                100                  339.0                7.0                 
0                    0                    501                  10                   0.004                100                  453.0                9.0                 
0                    0                    390                  9                    0.006                100                  357.0                9.0                 
0                    0                    352                  9                    0.004                100                  323.0                8.0                 
0                    0                    423                  8                    0.004                100                  392.0                8.0                 
0                    0                    469                  10                   0.004                100                  432.0                8.0                 
0                    0                    377                  7                    0.003                100                  344.0                7.0                 
0                    0                    429                  10                   0.004                100                  359.0                9.0                 
0                    0                    557                  10                   0.005                100                  514.0                9.0                 
0                    0                    472                  11                   0.006                100                  435.0                9.0                 
0                    0                    492                  10                   0.005                100                  426.0                9.0                 
0                    0                    560                  11                   0.005                100                  511.0                9.0                 
0                    0                    596                  11                   0.006                100                  544.0                10.0                
0                    0                    325                  8                    0.003                100                  308.0                7.0                 
0                    0                    473                  9                    0.004                100                  440.0                8.0                 
0                    0                    457                  10                   0.005                100                  415.0                9.0                 
0                    0                    353                  9                    0.004                100                  332.0                8.0                 
0                    0                    519                  11                   0.007                100                  477.0                10.0                
0                    0                    446                  9                    0.004                100                  401.0                8.0                 
0                    0                    403                  9                    0.006                100                  379.0                9.0                 
0                    0                    342                  8                    0.003                100                  322.0                7.0                 
0                    0                    484                  10                   0.005                100                  428.0                9.0                 
0                    0                    477                  9                    0.004                100                  443.0                8.0                 
0                    0                    449                  9                    0.004                100                  415.0                7.0                 
0                    0                    474                  10                   0.005                100                  431.0                9.0                 
0                    0                    352                  7                    0.003                100                  330.0                6.0                 
0                    0                    356                  9                    0.003                100                  322.0                7.0                 
0                    0                    554                  13                   0.007                100                  484.0                11.0                
0                    0                    395                  9                    0.004                100                  369.0                8.0                 
0                    0                    537                  10                   0.004                100                  490.0                9.0                 
0                    0                    654                  11                   0.007                100                  580.0                10.0                
0                    0                    480                  12                   0.006                100                  435.0                10.0                
0                    0                    391                  8                    0.003                100                  356.0                7.0                 
0                    0                    450                  8                    0.004                100                  409.0                7.0                 
0                    0                    437                  10                   0.004                100                  396.0                8.0                 
0                    0                    392                  9                    0.004                100                  362.0                8.0                 
0                    0                    454                  9                    0.005                100                  406.0                9.0                 
0                    0                    362                  11                   0.003                100                  325.0                7.0                 
0                    0                    611                  11                   0.005                100                  560.0                9.0                 
0                    0                    364                  9                    0.004                100                  323.0                8.0                 
0                    0                    384                  7                    0.004                100                  357.0                7.0                 
0                    0                    450                  10                   0.005                100                  409.0                10.0                
0                    0                    404                  8                    0.004                100                  363.0                7.0                 
0                    0                    363                  8                    0.004                100                  343.0                7.0                 
0                    0                    422                  9                    0.004                100                  378.0                8.0                 
0                    0                    426                  10                   0.004                100                  384.0                8.0                 
0                    0                    452                  12                   0.007                100                  406.0                10.0                
0                    0                    458                  10                   0.004                100                  391.0                9.0                 
0                    0                    397                  9                    0.005                100                  373.0                8.0                 
0                    0                    392                  10                   0.004                100                  334.0                8.0                 
0                    0                    382                  8                    0.003                100                  360.0                7.0                 
0                    0                    404                  9                    0.004                100                  354.0                9.0                 
0                    0                    439                  10                   0.006                100                  391.0                10.0                
0                    0                    434                  8                    0.003                100                  407.0                7.0                 
0                    0                    403                  7                    0.003                100                  379.0                6.0                 
0                    0                    452                  10                   0.004                100                  421.0                8.0                 
0                    0                    542                  11                   0.005                100                  502.0                10.0                
0                    0                    406                  9                    0.004                100                  370.0                8.0                 
0                    0                    452                  9                    0.004                100                  407.0                8.0                 
0                    0                    416                  8                    0.003                100                  380.0                7.0                 
0                    0                    435                  10                   0.005                100                  387.0                8.0                 
0                    0                    487                  8                    0.004                100                  429.0                8.0                 
0                    0                    352                  8                    0.004                100                  321.0                7.0                 
0                    0                    500                  10                   0.005                100                  463.0                9.0                 
0                    0                    415                  9                    0.004                100                  373.0                8.0                 
0                    0                    363                  8                    0.004                100                  343.0                8.0                 
0                    0                    358                  9                    0.004                100                  338.0                7.0                 
0                    0                    413                  8                    0.004                100                  382.0                7.0                 
0                    0                    399                  10                   0.004                100                  349.0                9.0                 
0                    0                    371                  9                    0.005                100                  342.0                8.0                 
0                    0                    461                  10                   0.005                100                  407.0                9.0                 
0                    0                    439                  8                    0.004                100                  403.0                8.0                 
0                    0                    380                  9                    0.003                100                  350.0                7.0                 
0                    0                    526                  10                   0.005                100                  482.0                9.0                 
0                    0                    463                  10                   0.007                100                  410.0                9.0                 
0                    0                    505                  11                   0.005                100                  461.0                9.0                 
0                    0                    486                  10                   0.005                100                  444.0                9.0                 
0                    0                    457                  10                   0.005                100                  427.0                9.0                 
0                    0                    413                  8                    0.003                100                  390.0                7.0                 
0                    0                    488                  11                   0.005                100                  425.0                9.0                 
0                    0                    366                  8                    0.004                100                  333.0                8.0                 
0                    0                    412                  8                    0.004                100                  377.0                7.0                 
0                    0                    506                  10                   0.004                100                  473.0                9.0                 
0                    0                    387                  10                   0.004                100                  366.0                8.0                 
0                    0                    519                  11                   0.006                100                  469.0                10.0                
0                    0                    397                  8                    0.004                100                  367.0                8.0                 
0                    0                    500                  11                   0.006                100                  444.0                10.0                
0                    0                    504                  11                   0.006                100                  461.0                10.0                
0                    0                    363                  9                    0.004                100                  333.0                8.0                 
0                    0                    340                  7                    0.004                100                  308.0                7.0                 
0                    0                    465                  9                    0.004                100                  421.0                8.0                 
0                    0                    519                  10                   0.004                100                  467.0                9.0                 
0                    0                    320                  7                    0.003                100                  298.0                7.0                 
0                    0                    384                  8                    0.004                100                  357.0                8.0                 
0                    0                    348                  8                    0.006                100                  316.0                6.0                 
0                    0                    594                  13                   0.006                100                  516.0                11.0                
0                    0                    573                  12                   0.005                100                  483.0                11.0                
0                    0                    445                  10                   0.006                100                  404.0                9.0                 
0                    0                    419                  7                    0.003                100                  392.0                6.0                 
0                    0                    374                  8                    0.003                100                  327.0                7.0                 
0                    0                    325                  7                    0.003                100                  306.0                6.0                 
0                    0                    566                  11                   0.005                100                  496.0                9.0                 
0                    0                    436                  10                   0.006                100                  394.0                9.0                 
0                    0                    432                  12                   0.005                100                  402.0                11.0                
0                    0                    544                  12                   0.006                100                  479.0                10.0                
0                    0                    404                  9                    0.004                100                  346.0                8.0                 
0                    0                    515                  10                   0.006                100                  475.0                9.0                 
0                    0                    474                  10                   0.005                100                  425.0                9.0                 
0                    0                    372                  9                    0.004                100                  348.0                8.0                 
0                    0                    333                  8                    0.004                100                  310.0                7.0                 
0                    0                    399                  7                    0.003                100                  372.0                7.0                 
0                    0                    522                  10                   0.004                100                  480.0                8.0                 
0                    0                    410                  10                   0.006                100                  382.0                9.0                 
0                    0                    423                  8                    0.004                100                  383.0                7.0                 
0                    0                    381                  10                   0.004                100                  355.0                7.0                 
0                    0                    541                  12                   0.004                100                  487.0                9.0                 
0                    0                    399                  10                   0.004                100                  356.0                9.0                 
0                    0                    400                  9                    0.006                100                  349.0                9.0                 
0                    0                    467                  9                    0.004                100                  411.0                8.0                 
0                    0                    505                  10                   0.005                100                  437.0                9.0                 
0                    0                    386                  7                    0.004                100                  360.0                7.0                 
0                    0                    316                  7                    0.003                100                  297.0                6.0                 
0                    0                    535                  11                   0.005                100                  483.0                9.0                 
0                    0                    378                  9                    0.004                100                  355.0                9.0                 
0                    0                    386                  9                    0.004                100                  344.0                7.0                 
0                    0                    396                  9                    0.005                100                  352.0                8.0                 
0                    0                    344                  8                    0.004                100                  329.0                7.0                 
0                    0                    373                  7                    0.004                100                  342.0                7.0                 
0                    0                    400                  10                   0.007                100                  353.0                9.0                 
0                    0                    502                  10                   0.005                100                  447.0                9.0                 
0                    0                    493                  10                   0.005                100                  439.0                9.0                 
0                    0                    477                  10                   0.004                100                  435.0                8.0                 
0                    0                    401                  9                    0.005                100                  356.0                8.0                 
0                    0                    497                  12                   0.005                100                  452.0                10.0                
0                    0                    338                  12                   0.005                100                  311.0                11.0                
0                    0                    377                  10                   0.004                100                  360.0                8.0                 
0                    0                    365                  7                    0.003                100                  334.0                6.0                 
0                    0                    535                  11                   0.006                100                  463.0                10.0                
